lat,lon,codi_ma
41.31875,2.114583339,1000950
41.31875,2.131250006,1000950
41.31875,2.135416672,1000950
41.31875,2.139583339,1000950
41.32291667,2.114583339,1000950
41.32291667,2.118750006,1000950
41.32291667,2.122916672,1000950
41.32291667,2.127083339,1000950
41.32708333,2.114583339,1000950
41.33125,2.106250006,1000950
41.33125,2.110416672,1000950
41.33541667,2.102083339,1000950
41.33541667,2.106250006,1000950
41.33958333,2.072916672,1000950
41.33958333,2.089583339,1000950
41.33958333,2.093750005,1000950
41.33958333,2.097916672,1000950
41.33958333,2.106250006,1000950
41.34375,2.072916672,1000950
41.34375,2.077083339,1000950
41.34375,2.081250005,1000950
41.34375,2.085416672,1000950
41.34791667,2.052083338,1000950
41.34791667,2.056250005,1000950
41.34791667,2.060416672,1000950
41.34791667,2.064583339,1000950
41.34791667,2.068750005,1000950
41.35208333,2.047916672,1000950
41.35625,1.985416671,1000940
41.35625,2.047916672,1000900
41.36041667,1.985416671,1000940
41.36041667,2.047916672,1000900
41.36458333,1.985416671,1000940
41.36458333,2.047916672,1000900
41.36875,1.985416671,1000940
41.36875,2.043750005,1000900
41.37291667,1.989583338,1000940
41.37291667,2.035416672,1000900
41.37291667,2.039583338,1000900
41.37291667,2.047916672,1000900
41.37708333,1.989583338,1000940
41.37708333,1.993750005,1000940
41.37708333,2.031250005,1000900
41.38125,1.997916671,1000940
41.38125,2.027083338,1000900
41.38541667,2.002083338,1000940
41.38541667,2.006250005,1000940
41.38541667,2.010416671,1000940
41.38541667,2.014583338,1000940
41.38541667,2.018750005,1000900
41.38541667,2.022916671,1000900
41.38541667,2.027083338,1000900
41.38958333,1.935416671,1000930
41.38958333,1.939583337,1000930
41.38958333,1.943750004,1000930
41.38958333,1.947916671,1000930
41.38958333,2.022916671,1000900
41.39375,1.710416669,1000860
41.39375,1.714583336,1000860
41.39375,1.718750002,1000860
41.39375,1.722916669,1000860
41.39375,1.727083336,1000860
41.39375,1.731250002,1000860
41.39375,1.735416669,1000860
41.39375,1.752083336,1000860
41.39375,1.952083338,1000930
41.39375,1.956250004,1000930
41.39375,1.960416671,1000930
41.39375,1.964583338,1000930
41.39375,1.968750004,1000930
41.39375,2.027083338,1000900
41.39791667,1.702083336,1000860
41.39791667,1.706250002,1000860
41.39791667,1.735416669,1000860
41.39791667,1.739583336,1000860
41.39791667,1.743750003,1000860
41.39791667,1.747916669,1000860
41.39791667,1.752083336,1000860
41.39791667,1.756250003,1000860
41.39791667,1.760416669,1000860
41.39791667,1.764583336,1000860
41.39791667,1.972916671,1000930
41.39791667,1.977083338,1000930
41.39791667,1.981250004,1000930
41.39791667,1.985416671,1000930
41.39791667,2.018750005,1000900
41.39791667,2.022916671,1000900
41.39791667,2.027083338,1000900
41.40208333,1.693750002,1000860
41.40208333,1.697916669,1000860
41.40208333,1.722916669,1000860
41.40208333,1.727083336,1000860
41.40208333,1.731250002,1000860
41.40208333,1.768750003,1000860
41.40208333,1.985416671,1000930
41.40208333,1.989583338,1000930
41.40208333,1.993750005,1000930
41.40208333,1.997916671,1000930
41.40208333,2.002083338,1000930
41.40208333,2.014583338,1000900
41.40625,1.772916669,1000860
41.40625,1.977083338,1000920
41.40625,1.981250004,1000920
41.40625,2.006250005,1000930
41.40625,2.010416671,1000930
41.41041667,1.777083336,1000860
41.41041667,1.922916671,1000920
41.41041667,1.927083337,1000920
41.41041667,1.968750004,1000920
41.41041667,1.972916671,1000920
41.41041667,2.010416671,1000930
41.41458333,1.777083336,1000860
41.41458333,1.931250004,1000920
41.41458333,1.935416671,1000920
41.41458333,1.943750004,1000920
41.41458333,1.947916671,1000920
41.41458333,1.952083338,1000920
41.41458333,1.956250004,1000920
41.41458333,1.960416671,1000920
41.41458333,1.964583338,1000920
41.41458333,2.006250005,1000900
41.41458333,2.010416671,1000910
41.41875,1.781250003,1000860
41.41875,1.78541667,1000860
41.41875,1.939583337,1000920
41.41875,2.006250005,1000900
41.41875,2.014583338,1000910
41.42291667,1.789583336,1000860
41.42291667,1.793750003,1000860
41.42291667,1.79791667,1000860
41.42291667,1.802083336,1000860
41.42291667,1.806250003,1000860
41.42291667,1.81041667,1000850
41.42291667,2.002083338,1000900
41.42291667,2.018750005,1000910
41.42708333,1.814583336,1000850
41.42708333,1.818750003,1000850
41.42708333,1.82291667,1000850
41.42708333,2.002083338,1000900
41.42708333,2.022916671,1000910
41.42708333,2.027083338,1000910
41.43125,1.802083336,1000850
41.43125,1.81041667,1000850
41.43125,1.827083337,1000850
41.43125,1.831250003,1000850
41.43125,1.997916671,1000900
41.43125,2.031250005,1000910
41.43125,2.035416672,1000910
41.43541667,1.802083336,1000850
41.43541667,1.806250003,1000850
41.43541667,1.83541667,1000850
41.43541667,1.993750005,1000900
41.43541667,2.039583338,1000910
41.43541667,2.043750005,1000910
41.43541667,2.047916672,1000910
41.43541667,2.052083338,1000910
41.43541667,2.056250005,1000910
41.43958333,1.747916669,1000840
41.43958333,1.752083336,1000840
41.43958333,1.756250003,1000840
41.43958333,1.760416669,1000840
41.43958333,1.764583336,1000840
41.43958333,1.768750003,1000840
41.43958333,1.79791667,1000850
41.43958333,1.839583337,1000850
41.43958333,1.84791667,1000850
41.43958333,1.989583338,1000880
41.43958333,1.993750005,1000890
41.43958333,2.060416672,1000910
41.44375,1.735416669,1000830
41.44375,1.739583336,1000830
41.44375,1.743750003,1000830
41.44375,1.772916669,1000840
41.44375,1.777083336,1000840
41.44375,1.78541667,1000850
41.44375,1.789583336,1000850
41.44375,1.793750003,1000850
41.44375,1.843750003,1000850
41.44375,1.852083337,1000850
41.44375,1.977083338,1000880
41.44375,1.985416671,1000880
41.44375,1.997916671,1000890
41.44791667,1.714583336,1000830
41.44791667,1.718750002,1000830
41.44791667,1.722916669,1000830
41.44791667,1.727083336,1000830
41.44791667,1.731250002,1000830
41.44791667,1.781250003,1000840
41.44791667,1.856250003,1000850
41.44791667,1.86041667,1000850
41.44791667,1.981250004,1000880
41.44791667,1.997916671,1000890
41.45208333,1.697916669,1000830
41.45208333,1.710416669,1000830
41.45208333,1.772916669,1000820
41.45208333,1.777083336,1000820
41.45208333,1.864583337,1000850
41.45208333,1.868750004,1000850
41.45208333,1.87291667,1000850
41.45208333,1.977083338,1000880
41.45208333,1.997916671,1000890
41.45625,1.689583335,1000830
41.45625,1.693750002,1000830
41.45625,1.702083336,1000830
41.45625,1.706250002,1000830
41.45625,1.768750003,1000820
41.45625,1.86041667,1000850
41.45625,1.877083337,1000850
41.45625,1.881250004,1000850
41.45625,1.977083338,1000880
41.45625,2.002083338,1000890
41.46041667,1.660416669,1000830
41.46041667,1.664583335,1000830
41.46041667,1.668750002,1000830
41.46041667,1.672916669,1000830
41.46041667,1.677083335,1000830
41.46041667,1.681250002,1000830
41.46041667,1.685416669,1000830
41.46041667,1.756250003,1000820
41.46041667,1.760416669,1000820
41.46041667,1.764583336,1000820
41.46041667,1.852083337,1000870
41.46041667,1.856250003,1000870
41.46041667,1.88541667,1000850
41.46041667,1.889583337,1000850
41.46041667,1.893750004,1000850
41.46041667,1.977083338,1000880
41.46041667,2.002083338,1000890
41.46041667,2.006250005,1000890
41.46041667,2.010416671,1000890
41.46458333,1.656250002,1000830
41.46458333,1.752083336,1000820
41.46458333,1.84791667,1000870
41.46458333,1.89791667,1000850
41.46458333,1.902083337,1000850
41.46458333,1.906250004,1000850
41.46458333,1.972916671,1000880
41.46458333,1.997916671,1000890
41.46458333,2.014583338,1000890
41.46458333,2.035416672,1000890
41.46875,1.656250002,1000830
41.46875,1.747916669,1000820
41.46875,1.83541667,1000870
41.46875,1.839583337,1000870
41.46875,1.843750003,1000870
41.46875,1.910416671,1000850
41.46875,1.914583337,1000850
41.46875,1.918750004,1000850
41.46875,1.943750004,1000880
41.46875,1.947916671,1000880
41.46875,1.968750004,1000880
41.46875,2.018750005,1000890
41.46875,2.022916671,1000890
41.46875,2.027083338,1000890
41.46875,2.031250005,1000890
41.47291667,1.485416667,1000810
41.47291667,1.606250001,1000830
41.47291667,1.610416668,1000830
41.47291667,1.614583335,1000830
41.47291667,1.647916668,1000830
41.47291667,1.652083335,1000830
41.47291667,1.743750003,1000820
41.47291667,1.831250003,1000870
41.47291667,1.922916671,1000850
41.47291667,1.939583337,1000880
41.47291667,1.952083338,1000880
41.47291667,1.956250004,1000880
41.47291667,1.960416671,1000880
41.47291667,1.964583338,1000880
41.47291667,2.031250005,1000890
41.47708333,1.489583334,1000810
41.47708333,1.493750001,1000810
41.47708333,1.610416668,1000830
41.47708333,1.618750002,1000830
41.47708333,1.622916668,1000830
41.47708333,1.627083335,1000830
41.47708333,1.631250002,1000830
41.47708333,1.635416668,1000830
41.47708333,1.639583335,1000830
41.47708333,1.643750002,1000830
41.47708333,1.739583336,1000820
41.47708333,1.927083337,1000850
41.47708333,1.931250004,1000880
41.47708333,1.935416671,1000880
41.47708333,2.031250005,1000890
41.48125,1.497916667,1000810
41.48125,1.502083334,1000810
41.48125,1.547916668,1000830
41.48125,1.552083334,1000830
41.48125,1.606250001,1000830
41.48125,1.735416669,1000820
41.48125,1.739583336,1000820
41.48125,1.922916671,1000850
41.48125,1.935416671,1000880
41.48125,2.031250005,1000890
41.48541667,1.506250001,1000810
41.48541667,1.510416667,1000810
41.48541667,1.556250001,1000830
41.48541667,1.560416668,1000830
41.48541667,1.602083335,1000830
41.48541667,1.722916669,1000820
41.48541667,1.731250002,1000820
41.48541667,1.931250004,1000760
41.48541667,2.027083338,1000890
41.48958333,1.510416667,1000810
41.48958333,1.514583334,1000810
41.48958333,1.518750001,1000810
41.48958333,1.564583335,1000830
41.48958333,1.568750001,1000830
41.48958333,1.597916668,1000830
41.48958333,1.727083336,1000820
41.48958333,1.927083337,1000760
41.48958333,2.027083338,1000890
41.49375,1.506250001,1000810
41.49375,1.522916667,1000810
41.49375,1.572916668,1000830
41.49375,1.577083335,1000830
41.49375,1.581250001,1000830
41.49375,1.593750001,1000830
41.49375,1.722916669,1000820
41.49375,1.922916671,1000760
41.49375,2.027083338,1000890
41.49791667,1.527083334,1000810
41.49791667,1.585416668,1000830
41.49791667,1.589583335,1000830
41.49791667,1.718750002,1000820
41.49791667,1.722916669,1000820
41.49791667,1.927083337,1000770
41.49791667,1.931250004,1000770
41.49791667,2.031250005,1000890
41.50208334,1.531250001,1000810
41.50208334,1.535416668,1000810
41.50208334,1.710416669,1000820
41.50208334,1.714583336,1000820
41.50208334,1.727083336,1000820
41.50208334,1.918750004,1000760
41.50208334,1.922916671,1000760
41.50208334,1.935416671,1000770
41.50208334,2.031250005,1000890
41.50625,1.535416668,1000810
41.50625,1.706250002,1000820
41.50625,1.914583337,1000760
41.50625,1.935416671,1000770
41.50625,2.035416672,1000890
41.51041667,1.539583334,1000810
41.51041667,1.543750001,1000810
41.51041667,1.702083336,1000820
41.51041667,1.706250002,1000820
41.51041667,1.814583336,1000750
41.51041667,1.818750003,1000750
41.51041667,1.82291667,1000750
41.51041667,1.827083337,1000750
41.51041667,1.831250003,1000750
41.51041667,1.918750004,1000760
41.51041667,1.939583337,1000770
41.51041667,2.035416672,1000890
41.51458334,1.547916668,1000810
41.51458334,1.697916669,1000820
41.51458334,1.83541667,1000750
41.51458334,1.839583337,1000750
41.51458334,1.843750003,1000750
41.51458334,1.84791667,1000750
41.51458334,1.918750004,1000740
41.51458334,1.939583337,1000770
41.51458334,2.035416672,1000890
41.51875,1.552083334,1000810
41.51875,1.556250001,1000810
41.51875,1.560416668,1000810
41.51875,1.564583335,1000810
41.51875,1.702083336,1000820
41.51875,1.852083337,1000750
41.51875,1.856250003,1000750
41.51875,1.914583337,1000740
41.51875,1.939583337,1000770
41.51875,2.035416672,1000890
41.52291667,1.568750001,1000810
41.52291667,1.572916668,1000810
41.52291667,1.577083335,1000810
41.52291667,1.581250001,1000810
41.52291667,1.693750002,1000820
41.52291667,1.697916669,1000820
41.52291667,1.843750003,1000750
41.52291667,1.84791667,1000750
41.52291667,1.852083337,1000750
41.52291667,1.86041667,1000750
41.52291667,1.864583337,1000750
41.52291667,1.868750004,1000750
41.52291667,1.87291667,1000750
41.52291667,1.877083337,1000750
41.52291667,1.881250004,1000750
41.52291667,1.889583337,1000750
41.52291667,1.914583337,1000740
41.52291667,1.935416671,1000770
41.52291667,2.035416672,1000890
41.52708334,1.585416668,1000810
41.52708334,1.589583335,1000810
41.52708334,1.593750001,1000810
41.52708334,1.597916668,1000810
41.52708334,1.602083335,1000810
41.52708334,1.606250001,1000810
41.52708334,1.693750002,1000820
41.52708334,1.83541667,1000750
41.52708334,1.839583337,1000750
41.52708334,1.868750004,1000750
41.52708334,1.88541667,1000750
41.52708334,1.893750004,1000750
41.52708334,1.89791667,1000750
41.52708334,1.902083337,1000740
41.52708334,1.910416671,1000740
41.52708334,1.939583337,1000770
41.52708334,2.035416672,1000890
41.53125,1.610416668,1000810
41.53125,1.614583335,1000810
41.53125,1.622916668,1000810
41.53125,1.627083335,1000810
41.53125,1.631250002,1000810
41.53125,1.635416668,1000810
41.53125,1.643750002,1000810
41.53125,1.647916668,1000810
41.53125,1.660416669,1000810
41.53125,1.693750002,1000820
41.53125,1.818750003,1000750
41.53125,1.82291667,1000750
41.53125,1.827083337,1000750
41.53125,1.831250003,1000750
41.53125,1.864583337,1000750
41.53125,1.906250004,1000740
41.53125,1.910416671,1000740
41.53125,1.935416671,1000770
41.53125,1.943750004,1000770
41.53125,2.035416672,1000890
41.53541667,1.618750002,1000810
41.53541667,1.639583335,1000810
41.53541667,1.652083335,1000810
41.53541667,1.656250002,1000810
41.53541667,1.689583335,1000820
41.53541667,1.81041667,1000750
41.53541667,1.814583336,1000750
41.53541667,1.868750004,1000750
41.53541667,1.889583337,1000740
41.53541667,1.893750004,1000740
41.53541667,1.89791667,1000740
41.53541667,1.902083337,1000740
41.53541667,1.906250004,1000740
41.53541667,1.935416671,1000770
41.53541667,1.947916671,1000770
41.53541667,1.952083338,1000770
41.53541667,1.956250004,1000770
41.53541667,2.031250005,1000890
41.53541667,2.035416672,1000890
41.53958334,1.656250002,1000810
41.53958334,1.660416669,1000810
41.53958334,1.689583335,1000820
41.53958334,1.802083336,1000750
41.53958334,1.806250003,1000750
41.53958334,1.864583337,1000750
41.53958334,1.88541667,1000740
41.53958334,1.931250004,1000770
41.53958334,1.960416671,1000770
41.53958334,2.039583338,1000890
41.54375,1.664583335,1000810
41.54375,1.689583335,1000820
41.54375,1.793750003,1000750
41.54375,1.79791667,1000750
41.54375,1.86041667,1000750
41.54375,1.877083337,1000740
41.54375,1.881250004,1000740
41.54375,1.931250004,1000770
41.54375,1.960416671,1000770
41.54375,2.039583338,1000890
41.54791667,1.668750002,1000810
41.54791667,1.672916669,1000820
41.54791667,1.689583335,1000820
41.54791667,1.789583336,1000750
41.54791667,1.852083337,1000750
41.54791667,1.856250003,1000750
41.54791667,1.877083337,1000740
41.54791667,1.931250004,1000770
41.54791667,1.964583338,1000770
41.54791667,2.039583338,1000890
41.55208334,1.677083335,1000820
41.55208334,1.681250002,1000820
41.55208334,1.685416669,1000820
41.55208334,1.78541667,1000750
41.55208334,1.843750003,1000750
41.55208334,1.84791667,1000750
41.55208334,1.877083337,1000740
41.55208334,1.927083337,1000770
41.55208334,1.968750004,1000770
41.55208334,2.039583338,1000890
41.55625,1.677083335,1000820
41.55625,1.78541667,1000750
41.55625,1.827083337,1000750
41.55625,1.831250003,1000750
41.55625,1.83541667,1000750
41.55625,1.839583337,1000750
41.55625,1.877083337,1000740
41.55625,1.922916671,1000770
41.55625,1.968750004,1000770
41.55625,2.035416672,1000890
41.56041667,1.668750002,1000800
41.56041667,1.672916669,1000800
41.56041667,1.777083336,1000750
41.56041667,1.781250003,1000750
41.56041667,1.81041667,1000750
41.56041667,1.814583336,1000750
41.56041667,1.818750003,1000750
41.56041667,1.82291667,1000750
41.56041667,1.881250004,1000740
41.56041667,1.922916671,1000770
41.56041667,1.972916671,1000770
41.56041667,2.035416672,1000890
41.56458334,1.660416669,1000800
41.56458334,1.664583335,1000800
41.56458334,1.772916669,1000750
41.56458334,1.881250004,1000740
41.56458334,1.922916671,1000770
41.56458334,1.972916671,1000770
41.56458334,2.035416672,1000890
41.56875,1.660416669,1000800
41.56875,1.768750003,1000750
41.56875,1.868750004,1000740
41.56875,1.877083337,1000740
41.56875,1.881250004,1000740
41.56875,1.922916671,1000770
41.56875,1.972916671,1000770
41.56875,2.035416672,1000890
41.57291667,1.660416669,1000800
41.57291667,1.768750003,1000750
41.57291667,1.864583337,1000740
41.57291667,1.87291667,1000740
41.57291667,1.918750004,1000770
41.57291667,1.972916671,1000770
41.57291667,2.031250005,1000890
41.57708334,1.664583335,1000800
41.57708334,1.668750002,1000800
41.57708334,1.768750003,1000750
41.57708334,1.86041667,1000740
41.57708334,1.977083338,1000770
41.57708334,1.981250004,1000770
41.57708334,2.031250005,1000890
41.58125,1.672916669,1000800
41.58125,1.86041667,1000740
41.58125,1.985416671,1000770
41.58125,2.027083338,1000890
41.58541667,1.672916669,1000800
41.58541667,1.677083335,1000800
41.58541667,1.681250002,1000800
41.58541667,1.856250003,1000740
41.58541667,1.985416671,1000770
41.58541667,2.027083338,1000890
41.58958334,1.685416669,1000800
41.58958334,1.689583335,1000800
41.58958334,1.852083337,1000740
41.58958334,1.985416671,1000770
41.58958334,2.022916671,1000890
41.59375,1.693750002,1000800
41.59375,1.697916669,1000800
41.59375,1.852083337,1000740
41.59375,2.022916671,1000890
41.59791667,1.852083337,1000740
41.59791667,2.022916671,1000890
41.60208334,1.852083337,1000740
41.60208334,2.022916671,1000890
41.60625,1.852083337,1000710
41.60625,2.014583338,1000890
41.60625,2.018750005,1000890
41.61041667,1.84791667,1000710
41.61041667,2.010416671,1000890
41.61458334,1.84791667,1000710
41.61458334,2.010416671,1000890
41.61875,1.852083337,1000710
41.61875,1.868750004,1000710
41.61875,2.006250005,1000890
41.62291667,1.856250003,1000710
41.62291667,1.86041667,1000710
41.62291667,1.864583337,1000710
41.62291667,2.002083338,1000890
41.62708334,1.86041667,1000710
41.62708334,2.002083338,1000890
41.63125,1.856250003,1000710
41.63125,1.997916671,1000890
41.63541667,1.852083337,1000710
41.63541667,1.918750004,1000720
41.63541667,1.922916671,1000720
41.63958334,1.78541667,1000730
41.63958334,1.789583336,1000730
41.63958334,1.793750003,1000730
41.63958334,1.856250003,1000730
41.63958334,1.86041667,1000730
41.63958334,1.864583337,1000720
41.63958334,1.868750004,1000720
41.63958334,1.87291667,1000720
41.63958334,1.88541667,1000720
41.63958334,1.89791667,1000720
41.63958334,1.902083337,1000720
41.63958334,1.906250004,1000720
41.63958334,1.910416671,1000720
41.63958334,1.914583337,1000720
41.64375,1.79791667,1000730
41.64375,1.802083336,1000730
41.64375,1.856250003,1000730
41.64375,1.86041667,1000730
41.64375,1.877083337,1000720
41.64375,1.881250004,1000720
41.64375,1.889583337,1000720
41.64375,1.893750004,1000720
41.64791667,1.806250003,1000730
41.64791667,1.827083337,1000730
41.64791667,1.831250003,1000730
41.64791667,1.83541667,1000730
41.64791667,1.839583337,1000730
41.64791667,1.843750003,1000730
41.64791667,1.84791667,1000730
41.64791667,1.852083337,1000730
41.64791667,1.86041667,1000730
41.65208334,1.731250002,1000690
41.65208334,1.81041667,1000730
41.65208334,1.814583336,1000730
41.65208334,1.818750003,1000730
41.65208334,1.82291667,1000730
41.65208334,1.86041667,1000710
41.65625,1.731250002,1000690
41.65625,1.86041667,1000710
41.66041667,1.735416669,1000690
41.66041667,1.739583336,1000690
41.66041667,1.864583337,1000710
41.66458334,1.743750003,1000690
41.66458334,1.86041667,1000710
41.66875,1.739583336,1000690
41.66875,1.743750003,1000690
41.66875,1.747916669,1000690
41.66875,1.84791667,1000710
41.66875,1.856250003,1000710
41.67291667,1.747916669,1000690
41.67291667,1.752083336,1000690
41.67291667,1.852083337,1000710
41.67291667,1.856250003,1000710
41.67708334,1.756250003,1000690
41.67708334,1.760416669,1000690
41.67708334,1.852083337,1000710
41.68125,1.760416669,1000690
41.68125,1.839583337,1000700
41.68125,1.843750003,1000700
41.68125,1.84791667,1000710
41.68125,1.852083337,1000710
41.68541667,1.760416669,1000690
41.68541667,1.764583336,1000690
41.68541667,1.768750003,1000690
41.68541667,1.772916669,1000690
41.68541667,1.777083336,1000690
41.68541667,1.831250003,1000690
41.68541667,1.83541667,1000700
41.68541667,1.839583337,1000700
41.68958334,1.781250003,1000690
41.68958334,1.82291667,1000690
41.68958334,1.827083337,1000690
41.68958334,1.839583337,1000700
41.69375,1.78541667,1000690
41.69375,1.793750003,1000690
41.69375,1.79791667,1000690
41.69375,1.802083336,1000690
41.69375,1.806250003,1000690
41.69375,1.81041667,1000690
41.69375,1.814583336,1000690
41.69375,1.818750003,1000690
41.69375,1.843750003,1000700
41.69791667,1.789583336,1000690
41.69791667,1.843750003,1000700
41.70208334,1.843750003,1000700
41.70625,1.839583337,1000700
